ano,fase,nivel,titulo,enunciado,numero_questao,questao,alternativas
2008,2,1,prova de matemática,"num período de três dias, de segunda a quarta-feira, três estudantes devem estudar exatamente três dos seis livros recomendados pelo professor para se prepararem para a prova de matemática. os livros são numerados de 1 a 6, consecutivamente, de acordo com o número de páginas, sendo o livro 1 o mais fino (com o menor número de páginas) e o livro 6 o mais grosso (com o maior número de páginas). nenhum livro tem o mesmo número de páginas que outro livro. os estudantes a, b e c, devem estudar um livro por dia. cada livro deve ser estudado por no mínimo um estudante, mas não pode ser estudado por mais de dois estudantes, e nenhum estudante pode estudar um livro que seja mais fino que um livro que ele estudou anteriormente. as seguintes condições também se aplicam: - na terça-feira, a deve estudar o livro que b estudou na segunda. - b estuda o livro 4 na terça. - c não estuda o livro 4. o livro que c estuda na quarta-feira tem o mesmo número de páginas ou é mais fino que o livro que b estuda na quarta.",7,qual dos seguintes livros não pode ser estudado pelo estudante b?,(A) 1 (B) 2 (C) 3 (D) 5 (E) 6
2008,2,1,prova de matemática,"num período de três dias, de segunda a quarta-feira, três estudantes devem estudar exatamente três dos seis livros recomendados pelo professor para se prepararem para a prova de matemática. os livros são numerados de 1 a 6, consecutivamente, de acordo com o número de páginas, sendo o livro 1 o mais fino (com o menor número de páginas) e o livro 6 o mais grosso (com o maior número de páginas). nenhum livro tem o mesmo número de páginas que outro livro. os estudantes a, b e c, devem estudar um livro por dia. cada livro deve ser estudado por no mínimo um estudante, mas não pode ser estudado por mais de dois estudantes, e nenhum estudante pode estudar um livro que seja mais fino que um livro que ele estudou anteriormente. as seguintes condições também se aplicam: - na terça-feira, a deve estudar o livro que b estudou na segunda. - b estuda o livro 4 na terça. - c não estuda o livro 4. o livro que c estuda na quarta-feira tem o mesmo número de páginas ou é mais fino que o livro que b estuda na quarta.",8,"se b estuda o livro 5, qual dos livros abaixo deve ser obrigatoriamente estudado por a?",(A) 2 (B) 3 (C) 4 (D) 5 (E) 6
2008,2,1,prova de matemática,"num período de três dias, de segunda a quarta-feira, três estudantes devem estudar exatamente três dos seis livros recomendados pelo professor para se prepararem para a prova de matemática. os livros são numerados de 1 a 6, consecutivamente, de acordo com o número de páginas, sendo o livro 1 o mais fino (com o menor número de páginas) e o livro 6 o mais grosso (com o maior número de páginas). nenhum livro tem o mesmo número de páginas que outro livro. os estudantes a, b e c, devem estudar um livro por dia. cada livro deve ser estudado por no mínimo um estudante, mas não pode ser estudado por mais de dois estudantes, e nenhum estudante pode estudar um livro que seja mais fino que um livro que ele estudou anteriormente. as seguintes condições também se aplicam: - na terça-feira, a deve estudar o livro que b estudou na segunda. - b estuda o livro 4 na terça. - c não estuda o livro 4. o livro que c estuda na quarta-feira tem o mesmo número de páginas ou é mais fino que o livro que b estuda na quarta.",9,"se tanto a quanto c estudam o livro 3, qual dos livros abaixo sempre será estudado por somente um estudante?",(A) 1 (B) 2 (C) 3 (D) 5 (E) 6
2008,2,1,prova de matemática,"num período de três dias, de segunda a quarta-feira, três estudantes devem estudar exatamente três dos seis livros recomendados pelo professor para se prepararem para a prova de matemática. os livros são numerados de 1 a 6, consecutivamente, de acordo com o número de páginas, sendo o livro 1 o mais fino (com o menor número de páginas) e o livro 6 o mais grosso (com o maior número de páginas). nenhum livro tem o mesmo número de páginas que outro livro. os estudantes a, b e c, devem estudar um livro por dia. cada livro deve ser estudado por no mínimo um estudante, mas não pode ser estudado por mais de dois estudantes, e nenhum estudante pode estudar um livro que seja mais fino que um livro que ele estudou anteriormente. as seguintes condições também se aplicam: - na terça-feira, a deve estudar o livro que b estudou na segunda. - b estuda o livro 4 na terça. - c não estuda o livro 4. o livro que c estuda na quarta-feira tem o mesmo número de páginas ou é mais fino que o livro que b estuda na quarta.",10,"se o livro 6 é removido da lista de livros e todas as outras condições permanecem as mesmas, qual dos seguintes livros deve ser estudado por dois estudantes?",(A) 1 (B) 2 (C) 3 (D) 4 (E) 5
2008,2,1,livraria,"uma livraria deve expor na vitrine dez novos lançamentos em livros: h, i, j, k, l, m, n, o, p e q. estes livros serão expostos na sexta-feira e no sábado, mas um mesmo livro não pode ser exposto nos dois dias. exatamente cinco livros devem ser expostos cada dia e as seguintes condições também se aplicam: - se h é exposto no sábado então p deve ser exposto na sexta-feira. - se l é exposto na sexta-feira então j e k devem ser expostos no sábado. - se n é exposto na sexta-feira então k deve ser exposto no sábado. - se o é exposto na sexta-feira então m deve ser exposto também na sexta-feira. - i deve ser exposto na sexta-feira. - q deve ser exposto no sábado.",13,"se m é exposto no sábado, qual das seguintes opções é um livro que deve necessariamente ser exposto na sexta-feira? -",(A) h - (B) j - (C) l - (D) m - (E) n 
2008,2,1,livraria,"uma livraria deve expor na vitrine dez novos lançamentos em livros: h, i, j, k, l, m, n, o, p e q. estes livros serão expostos na sexta-feira e no sábado, mas um mesmo livro não pode ser exposto nos dois dias. exatamente cinco livros devem ser expostos cada dia e as seguintes condições também se aplicam: - se h é exposto no sábado então p deve ser exposto na sexta-feira. - se l é exposto na sexta-feira então j e k devem ser expostos no sábado. - se n é exposto na sexta-feira então k deve ser exposto no sábado. - se o é exposto na sexta-feira então m deve ser exposto também na sexta-feira. - i deve ser exposto na sexta-feira. - q deve ser exposto no sábado.",14,"se tanto j quanto m são expostos no sábado, qual dos seguintes livros deve também ser necessariamente exposto no sábado? -",(A) h - (B) k - (C) l - (D) n - (E) p
2008,2,1,livraria,"uma livraria deve expor na vitrine dez novos lançamentos em livros: h, i, j, k, l, m, n, o, p e q. estes livros serão expostos na sexta-feira e no sábado, mas um mesmo livro não pode ser exposto nos dois dias. exatamente cinco livros devem ser expostos cada dia e as seguintes condições também se aplicam: - se h é exposto no sábado então p deve ser exposto na sexta-feira. - se l é exposto na sexta-feira então j e k devem ser expostos no sábado. - se n é exposto na sexta-feira então k deve ser exposto no sábado. - se o é exposto na sexta-feira então m deve ser exposto também na sexta-feira. - i deve ser exposto na sexta-feira. - q deve ser exposto no sábado.",15,"se l, m e p são expostos no mesmo dia, qual das opções abaixo é um par de livros que devem ser mostrados no mesmo dia, não sendo necessariamente o dia em que l, m e p são expostos? -",(A) h e i - (B) j e q - (C) k e n - (D) m e n - (E) m e o
2008,2,1,livraria,"uma livraria deve expor na vitrine dez novos lançamentos em livros: h, i, j, k, l, m, n, o, p e q. estes livros serão expostos na sexta-feira e no sábado, mas um mesmo livro não pode ser exposto nos dois dias. exatamente cinco livros devem ser expostos cada dia e as seguintes condições também se aplicam: - se h é exposto no sábado então p deve ser exposto na sexta-feira. - se l é exposto na sexta-feira então j e k devem ser expostos no sábado. - se n é exposto na sexta-feira então k deve ser exposto no sábado. - se o é exposto na sexta-feira então m deve ser exposto também na sexta-feira. - i deve ser exposto na sexta-feira. - q deve ser exposto no sábado.",12,,
2008,2,1,viagem a marte,"três engenheiros da companhia nacional de viagens a marte, aldo, bianca e caio, devem enviar exatamente cinco astronautas para marte dos oito que se candidataram: daniel, eduardo, guilherme, leonardo, henrique, otávio, sandra e ursula. somente os engenheiros podem escolher quem vai para marte. cada engenheiro deve escolher no mínimo um dos astronautas e nenhum astronauta pode ser escolhido por mais de um engenheiro. as seguintes condições também se aplicam: - bianca deve escolher exatamente dois astronautas. - se daniel ou leonardo são escolhidos, então eles devem ter sido escolhidos por caio. - eduardo e sandra podem ser escolhidos, mas se um for então o outro também será, e pelo mesmo engenheiro. - se otávio é escolhido então ursula e henrique são também escolhidos. - guilherme é escolhido. - se ursula é escolhida ela deve ser escolhida por bianca.",17,"se tanto henrique quanto leonardo não são escolhidos, então guilherme pode ser escolhido: -",(A) por bianca. - (B) por caio. - (C) pelo mesmo engenheiro que escolheu daniel. - (D) pelo mesmo engenheiro que escolheu otávio. - (E) pelo mesmo engenheiro que escolheu sandra.
2008,2,1,viagem a marte,"três engenheiros da companhia nacional de viagens a marte, aldo, bianca e caio, devem enviar exatamente cinco astronautas para marte dos oito que se candidataram: daniel, eduardo, guilherme, leonardo, henrique, otávio, sandra e ursula. somente os engenheiros podem escolher quem vai para marte. cada engenheiro deve escolher no mínimo um dos astronautas e nenhum astronauta pode ser escolhido por mais de um engenheiro. as seguintes condições também se aplicam: - bianca deve escolher exatamente dois astronautas. - se daniel ou leonardo são escolhidos, então eles devem ter sido escolhidos por caio. - eduardo e sandra podem ser escolhidos, mas se um for então o outro também será, e pelo mesmo engenheiro. - se otávio é escolhido então ursula e henrique são também escolhidos. - guilherme é escolhido. - se ursula é escolhida ela deve ser escolhida por bianca.",18,"se otávio e ursula são escolhidos pelo mesmo engenheiro, qual das seguintes opções é sempre verdadeira? -",(A) eduardo é escolhido por aldo. - (B) henrique é escolhido por aldo. - (C) leonardo é escolhido por caio. - (D) guilherme e daniel são escolhidos pelo mesmo engenheiro. - (E) sandra não é escolhida.
2008,2,1,viagem a marte,"três engenheiros da companhia nacional de viagens a marte, aldo, bianca e caio, devem enviar exatamente cinco astronautas para marte dos oito que se candidataram: daniel, eduardo, guilherme, leonardo, henrique, otávio, sandra e ursula. somente os engenheiros podem escolher quem vai para marte. cada engenheiro deve escolher no mínimo um dos astronautas e nenhum astronauta pode ser escolhido por mais de um engenheiro. as seguintes condições também se aplicam: - bianca deve escolher exatamente dois astronautas. - se daniel ou leonardo são escolhidos, então eles devem ter sido escolhidos por caio. - eduardo e sandra podem ser escolhidos, mas se um for então o outro também será, e pelo mesmo engenheiro. - se otávio é escolhido então ursula e henrique são também escolhidos. - guilherme é escolhido. - se ursula é escolhida ela deve ser escolhida por bianca.",19,"se eduardo é escolhido por bianca e henrique é escolhido pelo mesmo engenheiro que escolheu guilherme, qual das seguintes opções é sempre verdadeira? -",(A) caio escolhe exatamente um astronauta. - (B) henrique é escolhido por caio. - (C) leonardo não é escolhido. - (D) otávio é escolhido. - (E) ursula é escolhida por bianca.
2008,2,1,viagem a marte,"três engenheiros da companhia nacional de viagens a marte, aldo, bianca e caio, devem enviar exatamente cinco astronautas para marte dos oito que se candidataram: daniel, eduardo, guilherme, leonardo, henrique, otávio, sandra e ursula. somente os engenheiros podem escolher quem vai para marte. cada engenheiro deve escolher no mínimo um dos astronautas e nenhum astronauta pode ser escolhido por mais de um engenheiro. as seguintes condições também se aplicam: - bianca deve escolher exatamente dois astronautas. - se daniel ou leonardo são escolhidos, então eles devem ter sido escolhidos por caio. - eduardo e sandra podem ser escolhidos, mas se um for então o outro também será, e pelo mesmo engenheiro. - se otávio é escolhido então ursula e henrique são também escolhidos. - guilherme é escolhido. - se ursula é escolhida ela deve ser escolhida por bianca.",20,qual das seguintes opções é falsa? -,(A) sandra é escolhida por bianca. - (B) ursula não é escolhida. - (C) daniel e henrique são escolhidos pelo mesmo engenheiro. - (D) eduardo e otávio são ambos escolhidos. - (E) guilherme e otávio são escolhidos pelo mesmo engenheiro.
2008,2,1,artes marciais,"durante uma exibição de artes marciais, os quatro mestres, e, f, g e h irão lutar cada um com somente um dos aprendizes, a, b, c e d. as quatro lutas ocorrerão uma em seguida da outra, da primeira a quarta de acordo com as seguintes regras: - c luta em algum momento antes de f. - g luta em algum momento antes de b. - d luta em algum momento depois de b e em algum momento depois de c. - b e f não lutam um contra o outro.",21,"qual das seguintes opções é uma lista completa e correta de lutas na ordem em que elas ocorrerão, da primeira a quarta?",(A) 1: g×c 2: e×b 3: h×d 4: f×a (B) 1: e×a 2: g×d 3: f×c 4: h×b (C) 1: g×c 2: f×d 3: h×b 4: e×a (D) 1: h×a 2: g×c 3: f×b 4: e×d (E) 1: e×c 2: h×b 3: f×a 4: g×d
2008,2,1,artes marciais,"durante uma exibição de artes marciais, os quatro mestres, e, f, g e h irão lutar cada um com somente um dos aprendizes, a, b, c e d. as quatro lutas ocorrerão uma em seguida da outra, da primeira a quarta de acordo com as seguintes regras: - c luta em algum momento antes de f. - g luta em algum momento antes de b. - d luta em algum momento depois de b e em algum momento depois de c. - b e f não lutam um contra o outro.",22,qual dos seguintes lutadores pode lutar com qualquer um dos quatros oponentes do outro grupo? -,(A) a luta antes de b. - (B) e luta após c. - (C) h luta contra b. - (D) e luta contra c. - (E) g luta após c.
2008,2,1,artes marciais,"durante uma exibição de artes marciais, os quatro mestres, e, f, g e h irão lutar cada um com somente um dos aprendizes, a, b, c e d. as quatro lutas ocorrerão uma em seguida da outra, da primeira a quarta de acordo com as seguintes regras: - c luta em algum momento antes de f. - g luta em algum momento antes de b. - d luta em algum momento depois de b e em algum momento depois de c. - b e f não lutam um contra o outro.",23,qual das seguintes lutas não pode ocorrer?,(A) d × f (B) a × f (C) d × g (D) e × b (E) g × c
2008,2,1,artes marciais,"durante uma exibição de artes marciais, os quatro mestres, e, f, g e h irão lutar cada um com somente um dos aprendizes, a, b, c e d. as quatro lutas ocorrerão uma em seguida da outra, da primeira a quarta de acordo com as seguintes regras: - c luta em algum momento antes de f. - g luta em algum momento antes de b. - d luta em algum momento depois de b e em algum momento depois de c. - b e f não lutam um contra o outro.",24,"se h e a lutam em segundo, a luta que ocorre em quarto pode ter quantos diferentes pares de lutadores?",(A) 1 (B) 2 (C) 3 (D) 4 (E) 5
2008,2,1,artes marciais,"durante uma exibição de artes marciais, os quatro mestres, e, f, g e h irão lutar cada um com somente um dos aprendizes, a, b, c e d. as quatro lutas ocorrerão uma em seguida da outra, da primeira a quarta de acordo com as seguintes regras: - c luta em algum momento antes de f. - g luta em algum momento antes de b. - d luta em algum momento depois de b e em algum momento depois de c. - b e f não lutam um contra o outro.",25,"se a terceira luta é h × d, qual das seguintes opções é verdadeira? -",(A) a luta antes de b. - (B) e luta após c. - (C) h luta contra b. - (D) e luta contra c. - (E) g luta após c.
2008,2,2,férias,"seis amigos, a, b, c, d, e e f, querem aproveitar suas férias escolares jogando video-game. eles vão se reunir cada dia na casa de um deles, durante seis dias seguidos da semana. eles não podem se reunir mais de uma vez na casa da mesma pessoa, e as seguintes condições são também aplicadas: 1. a reunião na casa de a deve ser imediatamente antes ou imediatamente depois da reunião na casa de f, então qual das seguintes opções deve ser a ordem da reunião na casa de e. 2. existe exatamente um dia entre os dias das reuniões nas casas de a e b, independentemente se a reunião na casa de a ocorre antes ou depois da casa de b. 3. se a reunião na casa de d ocorre antes da reunião na casa de c, então a sexta reunião é na casa de f. 4. a quarta reunião é na casa de c.",1,qual das seguintes opções é uma lista completa e correta da ordem das reuniões da primeira a sexta? -,"(A) a, f, b, c, d, e - (B) b, e, a, c, f, d - (C) d, b, c, a, e, f - (D) e, a, d, c, b, f - (E) f, d, b, c, a, e"
2008,2,2,férias,"seis amigos, a, b, c, d, e e f, querem aproveitar suas férias escolares jogando video-game. eles vão se reunir cada dia na casa de um deles, durante seis dias seguidos da semana. eles não podem se reunir mais de uma vez na casa da mesma pessoa, e as seguintes condições são também aplicadas: 1. a reunião na casa de a deve ser imediatamente antes ou imediatamente depois da reunião na casa de f, então qual das seguintes opções deve ser a ordem da reunião na casa de e. 2. existe exatamente um dia entre os dias das reuniões nas casas de a e b, independentemente se a reunião na casa de a ocorre antes ou depois da casa de b. 3. se a reunião na casa de d ocorre antes da reunião na casa de c, então a sexta reunião é na casa de f. 4. a quarta reunião é na casa de c.",2,"se a reunião na casa de b é a terceira, a reunião na casa de f pode ser em qualquer uma das opções abaixo? -","(A) na casa de a ou b - (B) na casa de a, d ou f - (C) na casa de b ou e - (D) na casa de b, d ou f - (E) na casa de c, e ou f"
2008,2,2,férias,"seis amigos, a, b, c, d, e e f, querem aproveitar suas férias escolares jogando video-game. eles vão se reunir cada dia na casa de um deles, durante seis dias seguidos da semana. eles não podem se reunir mais de uma vez na casa da mesma pessoa, e as seguintes condições são também aplicadas: 1. a reunião na casa de a deve ser imediatamente antes ou imediatamente depois da reunião na casa de f, então qual das seguintes opções deve ser a ordem da reunião na casa de e. 2. existe exatamente um dia entre os dias das reuniões nas casas de a e b, independentemente se a reunião na casa de a ocorre antes ou depois da casa de b. 3. se a reunião na casa de d ocorre antes da reunião na casa de c, então a sexta reunião é na casa de f. 4. a quarta reunião é na casa de c.",3,se a reunião na casa de b é imediatamente antes ou imediatamente depois da reunião na casa de e. -,(A) a primeira - (B) a segunda - (C) a terceira - (D) a quinta - (E) a sexta
2008,2,2,férias,"seis amigos, a, b, c, d, e e f, querem aproveitar suas férias escolares jogando video-game. eles vão se reunir cada dia na casa de um deles, durante seis dias seguidos da semana. eles não podem se reunir mais de uma vez na casa da mesma pessoa, e as seguintes condições são também aplicadas: 1. a reunião na casa de a deve ser imediatamente antes ou imediatamente depois da reunião na casa de f, então qual das seguintes opções deve ser a ordem da reunião na casa de e. 2. existe exatamente um dia entre os dias das reuniões nas casas de a e b, independentemente se a reunião na casa de a ocorre antes ou depois da casa de b. 3. se a reunião na casa de d ocorre antes da reunião na casa de c, então a sexta reunião é na casa de f. 4. a quarta reunião é na casa de c.",4,a segunda reunião pode ser na casa de: -,(A) a - (B) b - (C) d - (D) e - (E) f
2008,2,2,férias,"seis amigos, a, b, c, d, e e f, querem aproveitar suas férias escolares jogando video-game. eles vão se reunir cada dia na casa de um deles, durante seis dias seguidos da semana. eles não podem se reunir mais de uma vez na casa da mesma pessoa, e as seguintes condições são também aplicadas: 1. a reunião na casa de a deve ser imediatamente antes ou imediatamente depois da reunião na casa de f, então qual das seguintes opções deve ser a ordem da reunião na casa de e. 2. existe exatamente um dia entre os dias das reuniões nas casas de a e b, independentemente se a reunião na casa de a ocorre antes ou depois da casa de b. 3. se a reunião na casa de d ocorre antes da reunião na casa de c, então a sexta reunião é na casa de f. 4. a quarta reunião é na casa de c.",5,qual das opções abaixo é uma lista correta de possíveis casas nas quais pode ocorrer a terceira reunião? -,"(A) ? - (B) na casa de a ou b - (C) na casa de a, d ou f - (D) na casa de b ou e"
2008,2,2,aluguel de filmes,"joão está numa locadora de filmes escolhendo um entre 5 em qualquer categoria? cinco títulos recém lançados: p, q, r, s e t. ele dá uma classificação (a) p (b) q (c) r (d) s (e) t ao para cada filme entre 1 e 5, sendo 1 o melhor filme e 5 o pior filme, para cada um dos critérios: direção, elenco e roteiro. nenhum critério de um filme tem a mesma classificação ao do mesmo critério de outro filme e nenhum filme recebe a mesma classificação para qualquer dois de seus critérios.",8,qual das seguintes opções deve obrigatoriamente ser falsa? -,(A) t está classificado com 2 em direção. - (B) t está classificado com 2 em elenco. - (C) s está classificado com 5 em roteiro. - (D) r está classificado com 5 em roteiro. - (E) r está classificado com 2 em roteiro.
2008,2,2,aluguel de filmes,"joão está numa locadora de filmes escolhendo um entre 5 em qualquer categoria? cinco títulos recém lançados: p, q, r, s e t. ele dá uma classificação (a) p (b) q (c) r (d) s (e) t ao para cada filme entre 1 e 5, sendo 1 o melhor filme e 5 o pior filme, para cada um dos critérios: direção, elenco e roteiro. nenhum critério de um filme tem a mesma classificação ao do mesmo critério de outro filme e nenhum filme recebe a mesma classificação para qualquer dois de seus critérios.",9,"se t está classificado com 4 em elenco, qual das seguintes opções é necessariamente verdadeira? -",(A) s está classificado com 5 em roteiro. - (B) q está classificado com 3 em direção. - (C) s está classificado com 3 em direção. - (D) p está classificado com 2 em roteiro. - (E) p está classificado com 3 em direção.
2008,2,2,aluguel de filmes,"joão está numa locadora de filmes escolhendo um entre 5 em qualquer categoria? cinco títulos recém lançados: p, q, r, s e t. ele dá uma classificação (a) p (b) q (c) r (d) s (e) t ao para cada filme entre 1 e 5, sendo 1 o melhor filme e 5 o pior filme, para cada um dos critérios: direção, elenco e roteiro. nenhum critério de um filme tem a mesma classificação ao do mesmo critério de outro filme e nenhum filme recebe a mesma classificação para qualquer dois de seus critérios.",6,qual dos seguintes pares não pode ter uma classificação com número 1. -,"(A) p, s - (B) q, s - (C) q, r - (D) s, r - (E) q, p"
2008,2,2,jogo de queimada,"dez crianças do bairro: c, d ,e, f, g, h, j, l, m e n, irão formar dois times de quatro pessoas cada, o time x e o time y, para jogar uma partida de queimada. nenhum criança pode jogar no time x e no time y ao mesmo tempo e os times devem ser formados segundo alguns critérios: - nem g nem j podem ser incluídos em qualquer time se d estiver em algum dos times. - se f estiver num time então l estará no outro time. - se m ou c estiver num time então o outro estará no mesmo time. - l não está no time y. - n não está em nenhum time, a não ser que e esteja no time x; nesse caso n pode estar em qualquer time. - o time x inclui d ou j.",12,"qual das seguintes crianças deve ser necessariamente incluída em um dos times? o time x e o time y, para jogar uma partida de queimada. nenhum criança pode jogar no time x e no time y ao mesmo tempo e os times devem ser formados segundo alguns critérios: - nem g nem j podem ser incluídos em qualquer time se d estiver em algum dos times. - se f estiver num time então l estará no outro time. - se m ou c estiver num time então o outro estará no mesmo time. - l não estará no time y. - n não estará em nenhum time, a não ser que e esteja no time x; nesse caso n pode estar em qualquer time. - o time x inclui d ou j.",(A) d (B) e (C) j (D) f (E) n
2008,2,2,jogo de queimada,"dez crianças do bairro: c, d ,e, f, g, h, j, l, m e n, irão formar dois times de quatro pessoas cada, o time x e o time y, para jogar uma partida de queimada. nenhum criança pode jogar no time x e no time y ao mesmo tempo e os times devem ser formados segundo alguns critérios: - nem g nem j podem ser incluídos em qualquer time se d estiver em algum dos times. - se f estiver num time então l estará no outro time. - se m ou c estiver num time então o outro estará no mesmo time. - l não está no time y. - n não está em nenhum time, a não ser que e esteja no time x; nesse caso n pode estar em qualquer time. - o time x inclui d ou j.",13,qual das seguintes opções pode ser duas crianças não incluídas em nenhum time?,"(A) l, g (B) f, d (C) m, n (D) e, d (E) h, n"
2008,2,2,jogo de queimada,"dez crianças do bairro: c, d ,e, f, g, h, j, l, m e n, irão formar dois times de quatro pessoas cada, o time x e o time y, para jogar uma partida de queimada. nenhum criança pode jogar no time x e no time y ao mesmo tempo e os times devem ser formados segundo alguns critérios: - nem g nem j podem ser incluídos em qualquer time se d estiver em algum dos times. - se f estiver num time então l estará no outro time. - se m ou c estiver num time então o outro estará no mesmo time. - l não está no time y. - n não está em nenhum time, a não ser que e esteja no time x; nesse caso n pode estar em qualquer time. - o time x inclui d ou j.",14,"se e está no mesmo time de f, qual das seguintes opções é verdadeira?",(A) l não está em nenhum time. (B) d não está em nenhum time. (C) g não está em nenhum time. (D) m não está em nenhum time. (E) f não está em nenhum time.
2008,2,2,jogo de queimada,"dez crianças do bairro: c, d ,e, f, g, h, j, l, m e n, irão formar dois times de quatro pessoas cada, o time x e o time y, para jogar uma partida de queimada. nenhum criança pode jogar no time x e no time y ao mesmo tempo e os times devem ser formados segundo alguns critérios: - nem g nem j podem ser incluídos em qualquer time se d estiver em algum dos times. - se f estiver num time então l estará no outro time. - se m ou c estiver num time então o outro estará no mesmo time. - l não está no time y. - n não está em nenhum time, a não ser que e esteja no time x; nesse caso n pode estar em qualquer time. - o time x inclui d ou j.",15,"se h não está incluído em nenhum time, qual dos pares abaixo de crianças podem estar no mesmo time?","(A) e, f (B) n, g (C) g, j (D) j, m (E) d, e"
2008,2,2,reações químicas,"um químico está misturando substâncias para desenvolver dois novos produtos para a indústria. para isso ele conta com nove tipos de substâncias: j, k, l, m, n, o, p, q e r. cada substância deve estar presente em apenas um dos dois produtos: o produto a ou o produto b, ou seja, se, por exemplo, j foi usado no produto a então j não pode ser usado no produto b. exatamente cinco substâncias serão misturadas para obter um dos produtos e as outras quatro serão misturadas para obter o outro produto. as seguintes condições também se aplicam: - se j está no produto a então tanto m quanto n devem estar no produto b. - no produto em que k estiver não pode estar nem m nem r. - a substância o deve ser a última substância a ser misturada no desenvolvimento do produto que contém exatamente quatro substâncias. - a substância p deve ser misturada ao produto que contém exatamente cinco substâncias. - a substância r deve ser a segunda a ser misturada no produto a ou deve ser a terceira a ser misturada no produto b. - a substância k deve ser a quarta a ser misturada independentemente do produto. - a substância l é a terceira a ser misturada no produto a.",16,"qual das seguintes opções é uma lista completa, correta e na ordem de substâncias adicionadas nos produtos a e b?","(A) produto a: q, p, l, o, j produto b: m, n, r, q (B) produto a: m, r, l, o produto b: j, n, k, p, q (C) produto a: m, j, l, k, p produto b: q, n, r, o (D) produto a: p, j, l, k, q produto b: m, n, r, o (E) produto a: m, q, l, o produto b: j, r, n, k, p"
2008,2,2,reações químicas,"um químico está misturando substâncias para desenvolver dois novos produtos para a indústria. para isso ele conta com nove tipos de substâncias: j, k, l, m, n, o, p, q e r. cada substância deve estar presente em apenas um dos dois produtos: o produto a ou o produto b, ou seja, se, por exemplo, j foi usado no produto a então j não pode ser usado no produto b. exatamente cinco substâncias serão misturadas para obter um dos produtos e as outras quatro serão misturadas para obter o outro produto. as seguintes condições também se aplicam: - se j está no produto a então tanto m quanto n devem estar no produto b. - no produto em que k estiver não pode estar nem m nem r. - a substância o deve ser a última substância a ser misturada no desenvolvimento do produto que contém exatamente quatro substâncias. - a substância p deve ser misturada ao produto que contém exatamente cinco substâncias. - a substância r deve ser a segunda a ser misturada no produto a ou deve ser a terceira a ser misturada no produto b. - a substância k deve ser a quarta a ser misturada independentemente do produto. - a substância l é a terceira a ser misturada no produto a.",17,"se k e n são misturados no mesmo produto, qual das seguintes substâncias deve, com certeza, ser misturada a este produto? -",(A) j - (B) l - (C) o - (D) p - (E) r
2008,2,2,reações químicas,"um químico está misturando substâncias para desenvolver dois novos produtos para a indústria. para isso ele conta com nove tipos de substâncias: j, k, l, m, n, o, p, q e r. cada substância deve estar presente em apenas um dos dois produtos: o produto a ou o produto b, ou seja, se, por exemplo, j foi usado no produto a então j não pode ser usado no produto b. exatamente cinco substâncias serão misturadas para obter um dos produtos e as outras quatro serão misturadas para obter o outro produto. as seguintes condições também se aplicam: - se j está no produto a então tanto m quanto n devem estar no produto b. - no produto em que k estiver não pode estar nem m nem r. - a substância o deve ser a última substância a ser misturada no desenvolvimento do produto que contém exatamente quatro substâncias. - a substância p deve ser misturada ao produto que contém exatamente cinco substâncias. - a substância r deve ser a segunda a ser misturada no produto a ou deve ser a terceira a ser misturada no produto b. - a substância k deve ser a quarta a ser misturada independentemente do produto. - a substância l é a terceira a ser misturada no produto a.",18,qual das seguintes opções é sempre verdadeira? -,(A) j e l estão no mesmo produto. - (B) m está no produto a. - (C) m e r estão no mesmo produto. - (D) n está no produto b. - (E) r é a segunda substância a ser misturada no produto b.
2008,2,2,reações químicas,"um químico está misturando substâncias para desenvolver dois novos produtos para a indústria. para isso ele conta com nove tipos de substâncias: j, k, l, m, n, o, p, q e r. cada substância deve estar presente em apenas um dos dois produtos: o produto a ou o produto b, ou seja, se, por exemplo, j foi usado no produto a então j não pode ser usado no produto b. exatamente cinco substâncias serão misturadas para obter um dos produtos e as outras quatro serão misturadas para obter o outro produto. as seguintes condições também se aplicam: - se j está no produto a então tanto m quanto n devem estar no produto b. - no produto em que k estiver não pode estar nem m nem r. - a substância o deve ser a última substância a ser misturada no desenvolvimento do produto que contém exatamente quatro substâncias. - a substância p deve ser misturada ao produto que contém exatamente cinco substâncias. - a substância r deve ser a segunda a ser misturada no produto a ou deve ser a terceira a ser misturada no produto b. - a substância k deve ser a quarta a ser misturada independentemente do produto. - a substância l é a terceira a ser misturada no produto a.",19,"se q é a terceira substância do produto b, qual das seguintes opções é uma lista correta e completa de substâncias que também devem ser misturadas no produto b? -","(A) j, m, n - (B) j, n, p - (C) k, m - (D) k, p, r - (E) o, r"
